ID_ESCOLA;REDE;VL_OBSERVADO_2023
15043568;Estadual;4.3
15098150;Estadual;
15140711;Estadual;4.1
15140759;Municipal;4.5
15148955;Estadual;3.3
15155005;Privada;
15165930;Estadual;4.6
15167216;Federal;5.9
15167275;Privada;
15167313;Estadual;4.3
15167801;Privada;
15170217;Estadual;
15209008;Estadual;
15212203;Estadual;4.4
15225020;Privada;
15229408;Privada;
15517900;Estadual;4.1
15523845;Estadual;4.3
15535347;Estadual;4.2
15540405;Estadual;5.0
15548325;Estadual;
15552586;Estadual;
15562220;Estadual;4.9
15564371;Estadual;4.4
15567672;Privada;
15567770;Privada;
15567788;Estadual;4.7
15577708;Privada;
15577791;Estadual;4.4
15581276;Privada;
15586227;Estadual;
15586715;Privada;
15588947;Federal;
15015785;Estadual;4.5
15177378;Estadual;3.5
15043720;Estadual;4.5
15043738;Estadual;4.0
15043746;Estadual;
15043789;Estadual;4.8
15043983;Estadual;4.0
15586316;Estadual;4.3
15116395;Estadual;4.6
15056007;Estadual;3.4
15157636;Estadual;3.7
15056783;Estadual;4.5
15056813;Estadual;4.4
15056929;Estadual;4.1
15057127;Estadual;3.8
15057135;Estadual;3.8
15057194;Estadual;4.0
15057224;Estadual;3.4
15057259;Estadual;4.0
15057267;Estadual;3.6
15057291;Estadual;3.6
15057305;Estadual;4.6
15058786;Estadual;3.7
15058832;Estadual;3.4
15118100;Federal;4.3
15177890;Estadual;
15527409;Estadual;4.0
15106250;Estadual;4.6
15177912;Estadual;4.0
15126714;Estadual;3.6
15177653;Estadual;3.2
15539288;Estadual;4.4
15558690;Estadual;3.9
15575519;Estadual;4.1
15024792;Estadual;4.4
